RefSeqID	GOTerm	Description
NM_001400672	GO:0005654	nucleoplasm
NM_001400672	GO:0005829	cytosol
NM_001400672	GO:0048856	anatomical structure development
NM_001400672	GO:0023052	signaling
NM_001400672	GO:0051604	protein maturation
NM_001400672	GO:0048870	cell motility
NM_001400672	GO:0002376	immune system process
NM_001400672	GO:0005739	mitochondrion
NM_001400672	GO:0005856	cytoskeleton
NM_001400672	GO:0005886	plasma membrane
NM_001400672	GO:0098542	defense response to other organism
NM_001400672	GO:0030163	protein catabolic process
NM_001400672	GO:0030154	cell differentiation
NM_001400672	GO:0022414	reproductive process
NM_001400665	GO:0012501	programmed cell death
NM_001400665	GO:0003824	catalytic activity
NM_001400665	GO:0016787	hydrolase activity
NM_001400665	GO:0140096	catalytic activity, acting on a protein
NM_001400665	GO:0043226	organelle
NM_001400665	GO:0005634	nucleus
NM_001400665	GO:0005654	nucleoplasm
NM_001400665	GO:0005829	cytosol
NM_001400665	GO:0048856	anatomical structure development
NM_001400665	GO:0023052	signaling
NM_001400665	GO:0051604	protein maturation
NM_001400665	GO:0048870	cell motility
NM_001400665	GO:0002376	immune system process
NM_001400665	GO:0005739	mitochondrion
NM_001400665	GO:0005856	cytoskeleton
NM_001400665	GO:0005886	plasma membrane
NM_001400665	GO:0098542	defense response to other organism
NM_001400665	GO:0030163	protein catabolic process
NM_001400665	GO:0030154	cell differentiation
NM_001400665	GO:0022414	reproductive process
NM_001400668	GO:0012501	programmed cell death
NM_001400668	GO:0003824	catalytic activity
NM_001400668	GO:0016787	hydrolase activity
NM_001400668	GO:0140096	catalytic activity, acting on a protein
NM_001400668	GO:0043226	organelle
NM_001400668	GO:0005634	nucleus
NM_001400668	GO:0005654	nucleoplasm
NM_001400668	GO:0005829	cytosol
NM_001400668	GO:0048856	anatomical structure development
NM_001400668	GO:0023052	signaling
NM_001400668	GO:0051604	protein maturation
NM_001400668	GO:0048870	cell motility
NM_001400668	GO:0002376	immune system process
NM_001400668	GO:0005739	mitochondrion
NM_001400668	GO:0005856	cytoskeleton
NM_001400668	GO:0005886	plasma membrane
NM_001400668	GO:0098542	defense response to other organism
NM_001400668	GO:0030163	protein catabolic process
NM_001400668	GO:0030154	cell differentiation
NM_001400668	GO:0022414	reproductive process
NM_001400666	GO:0012501	programmed cell death
NM_001400666	GO:0003824	catalytic activity
NM_001400666	GO:0016787	hydrolase activity
NM_001400666	GO:0140096	catalytic activity, acting on a protein
NM_001400666	GO:0043226	organelle
NM_001400666	GO:0005634	nucleus
NM_001400666	GO:0005654	nucleoplasm
NM_001400666	GO:0005829	cytosol
NM_001400666	GO:0048856	anatomical structure development
NM_001400666	GO:0023052	signaling
NM_001400666	GO:0051604	protein maturation
NM_001400666	GO:0048870	cell motility
NM_001400666	GO:0002376	immune system process
NM_001400666	GO:0005739	mitochondrion
NM_001400666	GO:0005856	cytoskeleton
NM_001400666	GO:0005886	plasma membrane
NM_001400666	GO:0098542	defense response to other organism
NM_001400666	GO:0030163	protein catabolic process
NM_001400666	GO:0030154	cell differentiation
NM_001400666	GO:0022414	reproductive process
NM_001400667	GO:0012501	programmed cell death
NM_001400667	GO:0003824	catalytic activity
NM_001400667	GO:0016787	hydrolase activity
NM_001400667	GO:0140096	catalytic activity, acting on a protein
NM_001400667	GO:0043226	organelle
NM_001400667	GO:0005634	nucleus
NM_001400667	GO:0005654	nucleoplasm
NM_001400667	GO:0005829	cytosol
NM_001400667	GO:0048856	anatomical structure development
NM_001400667	GO:0023052	signaling
NM_001400667	GO:0051604	protein maturation
NM_001400667	GO:0048870	cell motility
NM_001400667	GO:0002376	immune system process
NM_001400667	GO:0005739	mitochondrion
NM_001400667	GO:0005856	cytoskeleton
NM_001400667	GO:0005886	plasma membrane
NM_001400667	GO:0098542	defense response to other organism
NM_001400667	GO:0030163	protein catabolic process
NM_001400667	GO:0030154	cell differentiation
NM_001400667	GO:0022414	reproductive process
NM_001229	GO:0012501	programmed cell death
NM_001229	GO:0003824	catalytic activity
NM_001229	GO:0016787	hydrolase activity
NM_001229	GO:0140096	catalytic activity, acting on a protein
NM_001229	GO:0043226	organelle
NM_001229	GO:0005739	mitochondrion
NM_001229	GO:0005829	cytosol
NM_001229	GO:0051604	protein maturation
NM_001229	GO:0023052	signaling
NM_001229	GO:0098772	molecular function regulator activity
NM_001229	GO:0048856	anatomical structure development
NM_001229	GO:0030154	cell differentiation
NM_001229	GO:0005634	nucleus
NM_001278054	GO:0012501	programmed cell death
NM_001278054	GO:0003824	catalytic activity
NM_001278054	GO:0016787	hydrolase activity
NM_001278054	GO:0140096	catalytic activity, acting on a protein
NM_001278054	GO:0043226	organelle
NM_001278054	GO:0005739	mitochondrion
NM_001278054	GO:0005829	cytosol
NM_001278054	GO:0051604	protein maturation
NM_001278054	GO:0023052	signaling
NM_001278054	GO:0098772	molecular function regulator activity
NM_001278054	GO:0048856	anatomical structure development
NM_001278054	GO:0030154	cell differentiation
NM_032996	GO:0003824	catalytic activity
NM_032996	GO:0016787	hydrolase activity
NM_032996	GO:0140096	catalytic activity, acting on a protein
NM_032996	GO:0043226	organelle
NM_032996	GO:0005739	mitochondrion
NM_032996	GO:0012501	programmed cell death
NM_032996	GO:0005829	cytosol
NM_032996	GO:0051604	protein maturation
NM_032996	GO:0023052	signaling
NM_032996	GO:0098772	molecular function regulator activity
NM_032996	GO:0048856	anatomical structure development
NM_032996	GO:0030154	cell differentiation
NM_004935	GO:0036211	protein modification process
NM_004935	GO:0003824	catalytic activity
NM_004935	GO:0016740	transferase activity
NM_004935	GO:0140096	catalytic activity, acting on a protein
NM_004935	GO:0043226	organelle
NM_004935	GO:0005634	nucleus
NM_004935	GO:0005654	nucleoplasm
NM_004935	GO:0005886	plasma membrane
NM_004935	GO:0012501	programmed cell death
NM_004935	GO:0048856	anatomical structure development
NM_004935	GO:0098772	molecular function regulator activity
NM_004935	GO:0030154	cell differentiation
NM_004935	GO:0048870	cell motility
NM_004935	GO:0023052	signaling
NM_004935	GO:0006886	intracellular protein transport
NM_004935	GO:0007155	cell adhesion
NM_004935	GO:0034330	cell junction organization
NM_004935	GO:0050877	nervous system process
NM_004935	GO:0016192	vesicle-mediated transport
NM_004935	GO:0006913	nucleocytoplasmic transport
NM_004935	GO:0072659	protein localization to plasma membrane
NM_004935	GO:0005829	cytosol
NM_004935	GO:0005856	cytoskeleton
NM_004935	GO:0007010	cytoskeleton organization
NM_004935	GO:0008092	cytoskeletal protein binding
NM_004935	GO:0006914	autophagy
NM_004935	GO:0006351	DNA-templated transcription
NM_004935	GO:0006355	regulation of DNA-templated transcription
NM_001164410	GO:0036211	protein modification process
NM_001164410	GO:0003824	catalytic activity
NM_001164410	GO:0016740	transferase activity
NM_001164410	GO:0140096	catalytic activity, acting on a protein
NM_001164410	GO:0043226	organelle
NM_001164410	GO:0005634	nucleus
NM_001164410	GO:0005654	nucleoplasm
NM_001164410	GO:0005886	plasma membrane
NM_001164410	GO:0012501	programmed cell death
NM_001164410	GO:0048856	anatomical structure development
NM_001164410	GO:0023052	signaling
NM_001164410	GO:0005829	cytosol
NM_001164410	GO:0030154	cell differentiation
NM_001164410	GO:0005856	cytoskeleton
NM_001164410	GO:0007010	cytoskeleton organization
NM_001164410	GO:0008092	cytoskeletal protein binding
NM_001164410	GO:0006914	autophagy
NM_001164410	GO:0034330	cell junction organization
NM_001164410	GO:0048870	cell motility
NM_001164410	GO:0016192	vesicle-mediated transport
NM_001164410	GO:0072659	protein localization to plasma membrane
NM_001164410	GO:0098772	molecular function regulator activity
NM_001164410	GO:0006351	DNA-templated transcription
NM_001164410	GO:0006355	regulation of DNA-templated transcription
NM_003885	GO:0098772	molecular function regulator activity
NM_003885	GO:0043226	organelle
NM_003885	GO:0005634	nucleus
NM_003885	GO:0005654	nucleoplasm
NM_003885	GO:0003824	catalytic activity
NM_003885	GO:0016740	transferase activity
NM_003885	GO:0005886	plasma membrane
NM_003885	GO:0005829	cytosol
NM_003885	GO:0048856	anatomical structure development
NM_003885	GO:0030154	cell differentiation
NM_003885	GO:0007010	cytoskeleton organization
NM_003885	GO:0140096	catalytic activity, acting on a protein
NM_003885	GO:0023052	signaling
NM_003885	GO:0036211	protein modification process
NM_003885	GO:0006914	autophagy
NM_003885	GO:0034330	cell junction organization
NM_003885	GO:0048870	cell motility
NM_003885	GO:0012501	programmed cell death
NM_003885	GO:0008092	cytoskeletal protein binding
NM_003885	GO:0007155	cell adhesion
NM_003885	GO:0006351	DNA-templated transcription
NM_003885	GO:0006355	regulation of DNA-templated transcription
NM_003885	GO:0065003	protein-containing complex assembly
NM_003885	GO:0006886	intracellular protein transport
NM_003885	GO:0016192	vesicle-mediated transport
NM_139320	GO:0005215	transporter activity
NM_139320	GO:0060089	molecular transducer activity
NM_139320	GO:0055085	transmembrane transport
NM_148911	GO:0005215	transporter activity
NM_148911	GO:0060089	molecular transducer activity
NM_148911	GO:0055085	transmembrane transport
	GO:0060089	molecular transducer activity
NM_139320	GO:0023052	signaling
NM_139320	GO:0050877	nervous system process
NM_139320	GO:0005886	plasma membrane
NM_000738	GO:0023052	signaling
NM_000738	GO:0005886	plasma membrane
NM_000738	GO:0060089	molecular transducer activity
NM_000738	GO:0022600	digestive system process
NM_000738	GO:0050877	nervous system process
NM_000738	GO:0048856	anatomical structure development
NM_000738	GO:0003824	catalytic activity
NM_000738	GO:0016787	hydrolase activity
NM_000738	GO:0030154	cell differentiation
NM_000738	GO:0006886	intracellular protein transport
NM_000738	GO:0043226	organelle
	GO:0022600	digestive system process
NM_001375982	GO:0023052	signaling
NM_001375982	GO:0005886	plasma membrane
NM_001375982	GO:0060089	molecular transducer activity
NM_001375982	GO:0003012	muscle system process
NM_001375982	GO:0022600	digestive system process
NM_001375982	GO:0043226	organelle
NM_001375982	GO:0005783	endoplasmic reticulum
NM_001375982	GO:0048856	anatomical structure development
NM_001375982	GO:0003824	catalytic activity
NM_001375982	GO:0016787	hydrolase activity
NM_001375982	GO:0036211	protein modification process
NM_001375982	GO:0055085	transmembrane transport
NM_001375982	GO:0003013	circulatory system process
NM_001347716	GO:0023052	signaling
NM_001347716	GO:0005886	plasma membrane
NM_001347716	GO:0060089	molecular transducer activity
NM_001347716	GO:0003012	muscle system process
NM_001347716	GO:0022600	digestive system process
NM_001347716	GO:0043226	organelle
NM_001347716	GO:0005783	endoplasmic reticulum
NM_001347716	GO:0048856	anatomical structure development
NM_001347716	GO:0003824	catalytic activity
NM_001347716	GO:0016787	hydrolase activity
NM_001347716	GO:0036211	protein modification process
NM_001347716	GO:0055085	transmembrane transport
NM_001347716	GO:0003013	circulatory system process
NM_001375978	GO:0023052	signaling
NM_001375978	GO:0005886	plasma membrane
NM_001375978	GO:0060089	molecular transducer activity
NM_001375978	GO:0003012	muscle system process
NM_001375978	GO:0022600	digestive system process
NM_001375978	GO:0043226	organelle
NM_001375978	GO:0005783	endoplasmic reticulum
NM_001375978	GO:0048856	anatomical structure development
NM_001375978	GO:0003824	catalytic activity
NM_001375978	GO:0016787	hydrolase activity
NM_001375978	GO:0036211	protein modification process
NM_001375978	GO:0055085	transmembrane transport
NM_001375978	GO:0003013	circulatory system process
NM_001375983	GO:0023052	signaling
NM_001375983	GO:0005886	plasma membrane
NM_001375983	GO:0060089	molecular transducer activity
NM_001375983	GO:0003012	muscle system process
NM_001375983	GO:0022600	digestive system process
NM_001375983	GO:0043226	organelle
NM_001375983	GO:0005783	endoplasmic reticulum
NM_001375983	GO:0048856	anatomical structure development
NM_001375983	GO:0003824	catalytic activity
NM_001375983	GO:0016787	hydrolase activity
NM_001375983	GO:0036211	protein modification process
NM_001375983	GO:0055085	transmembrane transport
NM_001375983	GO:0003013	circulatory system process
NM_001375979	GO:0023052	signaling
NM_001375979	GO:0005886	plasma membrane
NM_001375979	GO:0060089	molecular transducer activity
NM_001375979	GO:0003012	muscle system process
NM_001375979	GO:0022600	digestive system process
NM_001375979	GO:0043226	organelle
NM_001375979	GO:0005783	endoplasmic reticulum
NM_001375979	GO:0048856	anatomical structure development
NM_001375979	GO:0003824	catalytic activity
NM_001375979	GO:0016787	hydrolase activity
NM_001375979	GO:0036211	protein modification process
NM_001375979	GO:0055085	transmembrane transport
NM_001375979	GO:0003013	circulatory system process
NM_001375984	GO:0023052	signaling
NM_001375984	GO:0005886	plasma membrane
NM_001375984	GO:0060089	molecular transducer activity
NM_001375984	GO:0003012	muscle system process
NM_001375984	GO:0022600	digestive system process
NM_001375984	GO:0043226	organelle
NM_001375984	GO:0005783	endoplasmic reticulum
NM_001375984	GO:0048856	anatomical structure development
NM_001375984	GO:0003824	catalytic activity
NM_001375984	GO:0016787	hydrolase activity
NM_001375984	GO:0036211	protein modification process
NM_001375984	GO:0055085	transmembrane transport
NM_001375984	GO:0003013	circulatory system process
NM_001375981	GO:0023052	signaling
NM_001375981	GO:0005886	plasma membrane
NM_001375981	GO:0060089	molecular transducer activity
NM_001375981	GO:0003012	muscle system process
NM_001375981	GO:0022600	digestive system process
NM_001375981	GO:0043226	organelle
NM_001375981	GO:0005783	endoplasmic reticulum
NM_001375981	GO:0048856	anatomical structure development
NM_001375981	GO:0003824	catalytic activity
NM_001375981	GO:0016787	hydrolase activity
NM_001375981	GO:0036211	protein modification process
NM_001375981	GO:0055085	transmembrane transport
NM_001375981	GO:0003013	circulatory system process
NM_001375985	GO:0023052	signaling
NM_001375985	GO:0005886	plasma membrane
NM_001375985	GO:0060089	molecular transducer activity
NM_001375985	GO:0003012	muscle system process
NM_001375985	GO:0022600	digestive system process
NM_001375985	GO:0043226	organelle
NM_001375985	GO:0005783	endoplasmic reticulum
NM_001375985	GO:0048856	anatomical structure development
NM_001375985	GO:0003824	catalytic activity
NM_001375985	GO:0016787	hydrolase activity
NM_001375985	GO:0036211	protein modification process
NM_001375985	GO:0055085	transmembrane transport
NM_001375985	GO:0003013	circulatory system process
NM_001375980	GO:0023052	signaling
NM_001375980	GO:0005886	plasma membrane
NM_001375980	GO:0060089	molecular transducer activity
NM_001375980	GO:0003012	muscle system process
NM_001375980	GO:0022600	digestive system process
NM_001375980	GO:0043226	organelle
NM_001375980	GO:0005783	endoplasmic reticulum
NM_001375980	GO:0048856	anatomical structure development
NM_001375980	GO:0003824	catalytic activity
NM_001375980	GO:0016787	hydrolase activity
NM_001375980	GO:0036211	protein modification process
NM_001375980	GO:0055085	transmembrane transport
NM_001375980	GO:0003013	circulatory system process
	GO:0003013	circulatory system process
NM_000740	GO:0023052	signaling
NM_000740	GO:0005886	plasma membrane
NM_000740	GO:0060089	molecular transducer activity
NM_000740	GO:0003012	muscle system process
NM_000740	GO:0022600	digestive system process
NM_000740	GO:0043226	organelle
NM_000740	GO:0005783	endoplasmic reticulum
NM_000740	GO:0048856	anatomical structure development
NM_000740	GO:0003824	catalytic activity
NM_000740	GO:0016787	hydrolase activity
NM_000740	GO:0036211	protein modification process
NM_000740	GO:0055085	transmembrane transport
NM_000740	GO:0003013	circulatory system process
NM_012125	GO:0023052	signaling
NM_012125	GO:0005886	plasma membrane
NM_012125	GO:0060089	molecular transducer activity
NM_012125	GO:0022600	digestive system process
NM_012125	GO:0003824	catalytic activity
NM_012125	GO:0016787	hydrolase activity
NM_012125	GO:0050877	nervous system process
